;Names;FA;FA StdDev;MD;MD StdDev;RD;RD StdDev;AD;AD StdDev;Time
50;Subject_169343;0.6795871727167792;0.15208520210384102;0.0007846382371782052;0.00020548279315587797;0.0004244290743683759;0.00026264880201977463;0.0015050565627978637;0.0001691017835775587;29.73
51;Subject_169444;0.6886348825249394;0.1680598436188827;0.0008265625760225412;0.0002219452329416443;0.00043521657125000643;0.00028325927992572703;0.0016092545855676103;0.00022498268991487022;30.5
52;Subject_169545;0.6709394038211981;0.156302240716275;0.0008302058260799526;0.0002529851679277711;0.0004579604600191984;0.00030671045268279183;0.0015746965582014605;0.00022401407638436213;28.49
53;Subject_169747;0.6603013517176975;0.17000958939793004;0.0008740600348917266;0.00028351128470569366;0.0004882965707979389;0.00035164795909771164;0.0016455869630793017;0.0002581475320950619;28.98
54;Subject_169949;0.7340879201892844;0.17793966485434937;0.000763930627041981;0.00022308417931119599;0.0003635261391974213;0.0002853851420848773;0.001564739602731101;0.0002414890670824177;29.21
55;Subject_170631;0.6299089674376501;0.1499321960541327;0.000827956974964577;0.00023555534508738334;0.00048541867650690106;0.0002834202201457186;0.0015130335718799286;0.00023627403643042107;28.54
56;Subject_170934;0.6690695774767133;0.21377323821639033;0.000822625697588653;0.0002943351326659895;0.0004536166595012392;0.00037862237854296933;0.0015606437737634808;0.0002713275924821287;29.39
57;Subject_171330;0.735866619202387;0.17575130299997574;0.0007791443202202932;0.000247540847949087;0.0003659098271249094;0.0003178886126482876;0.0016056133064110611;0.0002641733471058449;32.23
58;Subject_171431;0.7589474608949525;0.20344369977592638;0.0008617984160130338;0.0003918759023246808;0.0004018112583699623;0.0004629759856582783;0.0017817727312991766;0.00037160693859225185;29.58
59;Subject_171532;0.6721374620037067;0.19122746877609478;0.0007489267962407354;0.00032780708582215873;0.0004271002917097137;0.00038094299999523733;0.0013925798053027786;0.00027385627111738294;28.21
60;Subject_171633;0.7528007858536656;0.18382445702463124;0.000753155016978172;0.00024883770150557175;0.0003435998106919876;0.00031332725382610273;0.0015722654295505407;0.0002520735152009235;28.15
61;Subject_172029;0.6595545128511497;0.1660528349839709;0.0008098286635450794;0.00022580109922547842;0.0004597506221809664;0.0002709876790425508;0.001509984746273305;0.00019763884040931227;29.61
62;Subject_172130;0.727526400593315;0.17315394379331517;0.0007640668978917112;0.00027141856430159145;0.0003786603319891862;0.0003282716960306112;0.0015348800296967615;0.0002502887326281703;30.65
63;Subject_172332;0.6588972353110677;0.17204427652751006;0.0007762611530674526;0.0003038310251586133;0.0004448165749387422;0.00034973941858015383;0.0014391503093248736;0.0002703616392542855;28.01
64;Subject_172433;0.6857209691523622;0.20417098626600955;0.0008619955955024736;0.00030825611387866477;0.0004626034845734308;0.00038928053877096685;0.001660779817360559;0.00027222129403144465;29.0
65;Subject_172534;0.7231731571804646;0.17057918629895974;0.000800624139811607;0.00027753344364555145;0.00039667439438234126;0.0003421022665376405;0.0016085236306701387;0.00024332911091876064;28.06
66;Subject_172635;0.6721593636053288;0.1609554193128636;0.000843725980415152;0.00025404921231184243;0.00046368039387928943;0.0003048802492659027;0.001603817153486877;0.00023873477552195928;29.05
67;Subject_172938;0.7183412217023701;0.188918596106813;0.0007874605691934824;0.0002909642890922602;0.000398184922357358;0.00035257448994925746;0.001566011862865731;0.00025422008270989984;28.17
68;Subject_173132;0.6799238956523245;0.19941237238408657;0.0008578488737314047;0.00031124078299074755;0.0004703788109329751;0.0003785296001404355;0.0016327889993282636;0.0002865745339711765;29.97
69;Subject_173233;0.681198897951961;0.19324177711891788;0.0007916327733849605;0.0002608046674103318;0.00043260030750441413;0.0003240404082866543;0.001509697705146053;0.00022722606187113213;29.23
70;Subject_173334;0.713106753524299;0.20206921601328304;0.0008311565960686549;0.0003135228285051691;0.0004297868320367751;0.0003751564405437566;0.0016338961241324145;0.00027407295105118403;28.94
71;Subject_173435;0.6920281790982761;0.19489731366190866;0.0008577407679854406;0.00032205569976572466;0.00045992039719905436;0.0004024294790119839;0.001653381509558213;0.00024513755157848393;29.84
72;Subject_173536;0.7069068807641602;0.15748184540933674;0.0007861569591059913;0.0001931565563703079;0.00039624900188782073;0.00025602905504122506;0.0015659728735423325;0.0002001782843452355;28.78
73;Subject_173637;0.7552096752991153;0.19338738564686025;0.0007530844448246049;0.0002985182845163055;0.00035129650430497085;0.00036706082550078307;0.001556660325863873;0.0002538456001513137;28.94
74;Subject_173738;0.6531734913095145;0.19101547581161285;0.0008601594465311339;0.000321494720108997;0.0004942876221088042;0.00038599106987475575;0.0015919030953757932;0.00028632381587261426;28.35
75;Subject_173839;0.702139678065301;0.20363225695836293;0.0008578329959288965;0.00031240387780594674;0.0004456924498447715;0.0003919416860711701;0.0016821140880971463;0.0002869546979563628;28.1
76;Subject_173940;0.7211139729178756;0.18505244557021364;0.0007912299257432848;0.00027636485896048816;0.00039456083001102163;0.00033831485996527573;0.001584568117207811;0.00025610620870062794;30.69
77;Subject_174437;0.676797284984302;0.1737317734081639;0.0007875573183706841;0.00023243357858089661;0.0004271296374573718;0.0002953131427289517;0.001508412680197309;0.00021598677776862702;28.74
78;Subject_174841;0.6738826532020032;0.15769420890809113;0.0008601725171288093;0.00018781478220370734;0.0004600864285366315;0.00024826833946250195;0.0016603446943131654;0.00024160474396762793;29.35
79;Subject_175035;0.73377530160306;0.18560663849663603;0.0008057557010023687;0.0002645198986740375;0.0003895841599995318;0.0003397291078393128;0.0016380987830080425;0.0002324308413260423;33.64
80;Subject_175136;0.694437125187461;0.17159517089778137;0.0008364853393321132;0.00027229764586018235;0.0004415507268161158;0.00033433884231577474;0.0016263545643641082;0.00025071010758897876;30.46
81;Subject_175237;0.6957425417075753;0.18265368154816197;0.0008349809313423285;0.0003178374673201224;0.0004366222101769295;0.0003819408748366527;0.001631698373673126;0.0003196842972360771;29.08
82;Subject_175338;0.700435888998552;0.18976656629825833;0.0008350190496939296;0.0002988607344457361;0.0004365100194573026;0.00036472661308579546;0.0016320371101671836;0.0002668915526625772;29.04
83;Subject_175439;0.7243748541671704;0.18715778295022736;0.0007897168126788785;0.0002819337437249642;0.0003920964963098993;0.0003504438515052321;0.0015849574454168372;0.00024266149648546323;29.12
84;Subject_175540;0.7223775609524736;0.1740123633414991;0.000723486843720693;0.0002306746602242255;0.00035781026309032775;0.00028908060984358193;0.001454840004981424;0.00022289290152868157;39.11
85;Subject_175742;0.717558186309929;0.19523494081453266;0.0007541935411630569;0.00028804592257959167;0.00037847247435619753;0.0003556222177612666;0.0015056356747767754;0.0002783675663613536;30.92
